Date, Open, High, Low, Close, Adj, Volume
Feb 20 2014,1056.80,1064.84,1072.56,1053.64,1.59M,-0.39%
Feb 19 2014,1060.95,1047.46,1069.18,1043.72,1.07M,1.47%
Feb 18 2014,1045.53,1045.05,1057.60,1040.63,1.53M,0.03%
Feb 17 2014,1045.24,1042.63,1055.18,1036.46,1.67M,-0.12%
Feb 14 2014,1046.45,1031.97,1054.58,1027.24,1.91M,1.60%
Feb 13 2014,1029.96,1017.05,1032.21,1011.98,2.09M,1.34%
Feb 12 2014,1016.30,1022.36,1025.06,1011.26,3.07M,0.18%
Feb 11 2014,1014.49,1013.67,1026.46,1011.74,3.57M,0.39%
Feb 10 2014,1010.56,1034.91,1034.91,1006.48,4.02M,-2.37%
Feb 07 2014,1035.10,1057.12,1059.53,1028.64,1.99M,-1.42%
Feb 06 2014,1050.00,1052.29,1057.07,1035.39,1.92M,-0.87%
Feb 05 2014,1059.24,1044.47,1061.94,1032.98,1.85M,2.00%
Feb 04 2014,1038.46,1049.39,1049.87,1019.49,2.69M,-1.96%
Feb 03 2014,1059.26,1072.56,1083.30,1057.50,1.36M,-2.08%
Jan 31 2014,1081.76,1074.06,1095.63,1072.08,2.17M,1.06%
Jan 30 2014,1070.44,1061.00,1074.98,1057.12,2.23M,0.35%
Jan 29 2014,1066.67,1081.25,1081.25,1064.36,1.70M,-0.12%
Jan 28 2014,1067.90,1077.39,1085.04,1060.06,2.85M,-0.77%
Jan 27 2014D,1076.23,1074.49,1090.66,1071.64,2.53M,-0.85%
Jan 24 2014,1085.45,1083.18,1102.13,1078.84,1.85M,-0.17%
Jan 23 2014,1087.26,1094.81,1098.97,1079.95,2.29M,-0.95%
Jan 22 2014,1097.69,1103.99,1108.69,1092.88,2.38M,-0.27%
Jan 21 2014,1100.70,1126.62,1129.16,1098.19,3.13M,-2.48%
Jan 20 2014,1128.65,1071.09,1134.35,1069.42,6.01M,5.66%
Jan 17 2014,1068.24,1109.25,1109.25,1064.86,7.56M,-5.84%
Jan 16 2014E,1134.49,1148.83,1148.88,1122.28,3.00M,-0.14%
Jan 15 2014,1136.09,1130.70,1147.96,1123.25,3.05M,1.15%
Jan 14 2014,1123.12,1144.97,1151.15,1119.87,2.97M,-1.77%
Jan 13 2014,1143.40,1102.97,1150.76,1102.97,3.81M,3.85%
Jan 10 2014,1100.99,1090.90,1114.94,1078.84,3.37M,1.74%
Jan 09 2014,1082.19,1075.82,1088.73,1072.61,2.58M,0.42%
Jan 08 2014,1077.70,1067.73,1083.18,1066.77,2.55M,1.20%
Jan 07 2014,1064.91,1081.25,1089.19,1061.46,2.90M,-1.49%
Jan 06 2014,1081.06,1075.94,1083.18,1060.49,2.31M,0.78%
Jan 03 2014,1072.66,1044.90,1075.99,1036.48,2.62M,2.55%
Jan 02 2014,1046.01,1045.53,1056.63,1040.78,1.73M,0.64%
Jan 01 2014,1039.40,1052.34,1054.46,1038.34,529.95K,-0.86%
Dec 31 2013,1048.45,1042.68,1054.68,1038.24,1.25M,0.74%
Dec 30 2013,1040.73,1047.46,1050.00,1036.21,1.67M,-0.21%
Dec 27 2013,1042.95,1017.05,1047.41,1016.09,2.48M,2.87%
Dec 26 2013,1013.82,1020.91,1021.88,1009.55,2.30M,-0.49%
Dec 24 2013,1018.84,1023.23,1027.67,1015.72,870.16K,0.08%
Dec 23 2013,1018.04,1028.13,1034.65,1012.68,1.32M,-0.54%
Dec 20 2013,1023.59,1007.93,1028.15,1006.84,1.97M,1.88%
Dec 19 2013,1004.74,1002.06,1018.50,995.64,2.16M,1.25%
Dec 18 2013,992.34,984.71,999.67,983.74,1.59M,0.51%
Dec 17 2013,987.29,980.66,997.19,979.88,3.00M,1.30%
Dec 16 2013,974.65,972.02,984.61,967.89,2.86M,0.87%
Dec 13 2013,966.27,983.72,987.12,962.99,3.46M,-1.34%
Dec 12 2013,979.35,987.12,996.29,977.52,1.66M,-1.42%
Dec 11 2013,993.42,1003.54,1007.32,986.16,1.56M,-1.19%
Dec 10 2013,1005.35,965.40,1008.36,965.40,3.65M,3.89%
Dec 09 2013,967.74,979.40,979.86,965.40,1.83M,0.23%
Dec 06 2013,965.55,961.06,970.23,961.06,1.45M,0.66%
Dec 05 2013,959.20,973.13,981.60,957.22,1.40M,-0.65%
Dec 04 2013,965.43,975.01,980.66,962.34,1.52M,-1.03%
Dec 03 2013,975.44,973.15,985.68,972.67,1.45M,0.34%
Dec 02 2013,972.11,962.99,975.54,962.99,1.25M,0.48%
Nov 29 2013,967.50,961.54,972.50,956.62,1.92M,0.99%
Nov 28 2013,957.97,962.07,963.74,950.92,2.81M,-0.09%
Nov 27 2013,958.86,969.75,972.02,953.33,2.12M,-0.36%
Nov 26 2013,962.36,966.90,973.34,959.13,2.05M,-0.97%
Nov 25 2013,971.80,969.26,978.36,962.07,1.95M,0.62%
Nov 22 2013,965.81,961.06,970.71,958.21,1.49M,0.72%
Nov 21 2013,958.93,976.60,982.15,955.75,2.30M,-1.83%
Nov 20 2013,976.79,988.02,989.49,973.61,1.66M,-0.31%
Nov 19 2013,979.83,989.51,991.95,975.64,2.08M,-0.69%
Nov 18 2013,986.64,987.61,994.32,980.97,2.83M,0.88%
Nov 14 2013,978.05,1000.16,1000.16,975.95,2.13M,-1.11%
Nov 13 2013,989.05,1013.17,1016.66,986.47,1.21M,-1.83%
Nov 12 2013,1007.47,1012.15,1024.15,1003.54,1.00M,-0.36%
Nov 11 2013,1011.09,1008.85,1032.98,989.54,1.96M,0.18%
Nov 08 2013,1009.26,1028.15,1029.00,999.77,1.61M,-1.47%
Nov 07 2013,1024.27,1013.67,1036.91,1004.16,1.96M,1.48%
Nov 06 2013,1009.38,995.81,1015.39,993.91,1.67M,2.40%
Nov 05 2013,985.68,1013.67,1016.09,980.70,2.26M,-2.72%
Nov 03 2013,1013.19,1013.67,1018.21,1011.36,130.90K,0.07%
Nov 01 2013,1012.51,1018.50,1033.92,1009.38,1.35M,-0.68%
Oct 31 2013,1019.49,1008.36,1027.67,1003.73,3.52M,0.96%
Oct 30 2013,1009.79,999.31,1013.67,999.31,2.11M,1.07%
Oct 29 2013,999.09,996.78,1006.82,988.52,1.83M,0.28%
Oct 28 2013,996.27,998.23,1008.75,990.77,1.80M,-0.18%
Oct 25 2013D,998.11,962.99,1000.16,962.99,2.53M,2.94%
Oct 24 2013,969.60,985.68,1005.15,966.30,3.62M,-2.54%
Oct 23 2013,994.92,1008.12,1015.12,987.68,2.46M,-1.35%
Oct 22 2013,1008.53,1007.88,1017.36,1002.50,2.04M,0.85%
Oct 21 2013,999.99,1025.74,1027.16,989.54,3.69M,-2.31%
Oct 18 2013,1023.64,1015.99,1029.99,995.11,5.35M,0.58%
Oct 17 2013,1017.75,1076.42,1076.42,1011.60,6.69M,-4.83%
Oct 15 2013E,1069.38,1078.84,1090.35,1062.42,4.67M,0.12%
Oct 14 2013,1068.10,1026.95,1074.01,1025.74,4.37M,4.27%
Oct 11 2013,1024.32,1015.12,1032.01,1005.18,2.28M,2.02%
Oct 10 2013,1004.02,1007.88,1012.71,997.86,1.16M,-0.52%
Oct 09 2013,1009.26,992.19,1012.54,987.17,1.78M,1.43%
Oct 08 2013,995.06,1005.47,1012.71,992.70,1.83M,-1.35%
Oct 07 2013,1008.72,982.30,1012.56,977.61,1.99M,2.76%
Oct 04 2013,981.62,980.85,998.71,978.41,1.93M,0.44%
Oct 03 2013,977.28,951.79,983.21,946.29,4.67M,3.88%
Oct 01 2013,940.81,932.58,943.61,925.19,1.59M,1.10%
Sep 30 2013,930.55,943.20,946.99,926.79,1.99M,-1.04%
Sep 27 2013,940.35,937.94,947.04,935.21,1.78M,0.27%
Sep 26 2013,937.84,943.58,952.90,934.07,4.92M,-0.82%
Sep 25 2013,945.64,937.16,951.38,926.88,4.33M,1.01%
Sep 24 2013,936.20,943.68,954.73,929.68,4.94M,-0.80%
Sep 23 2013,943.73,941.27,954.40,936.44,2.99M,0.25%
Sep 20 2013,941.41,941.27,960.53,936.92,3.59M,-0.81%
Sep 19 2013,949.14,940.30,960.58,929.92,3.91M,0.60%
Sep 18 2013,943.44,937.43,948.41,935.43,2.11M,0.36%
Sep 17 2013,940.04,917.13,942.50,915.73,3.33M,2.36%
Sep 16 2013,918.36,941.27,958.16,914.26,2.46M,-2.62%
Sep 13 2013,943.08,948.51,960.58,939.60,2.10M,-0.72%
Sep 12 2013,949.91,962.99,964.70,939.24,1.91M,-1.30%
Sep 11 2013,962.41,969.26,974.09,957.44,3.01M,0.30%
Sep 10 2013,959.56,958.64,973.46,956.23,4.30M,-0.05%
Sep 06 2013,960.00,969.75,977.47,953.33,2.76M,-0.10%
Sep 05 2013,960.94,998.71,998.71,956.25,3.93M,-3.79%
Sep 04 2013,998.76,965.40,1003.44,962.48,2.63M,3.40%
Sep 03 2013,965.93,989.59,997.74,958.72,2.36M,-2.71%
Sep 02 2013,992.84,975.06,998.71,973.85,2.15M,1.16%
Aug 30 2013,981.43,935.96,989.54,931.61,5.28M,4.42%
Aug 29 2013,939.87,917.61,950.92,906.66,5.91M,2.05%
Aug 28 2013,920.95,882.38,939.38,882.38,4.44M,3.76%
Aug 27 2013,887.59,887.69,906.92,883.34,1.95M,-0.17%
Aug 26 2013,889.14,880.01,906.80,875.62,2.66M,0.69%
Aug 23 2013,883.08,865.97,887.20,861.28,4.03M,2.84%
Aug 22 2013,858.70,823.01,867.49,818.27,4.26M,3.56%
Aug 21 2013,829.18,839.95,841.69,821.15,3.62M,-1.07%
Aug 20 2013,838.16,863.94,863.94,835.07,2.72M,-2.31%
Aug 19 2013,857.98,867.90,872.24,847.41,2.12M,-0.19%
Aug 16 2013,859.64,880.54,883.34,847.41,2.78M,-2.87%
Aug 14 2013,885.03,880.69,896.86,869.83,3.30M,0.75%
Aug 13 2013,878.42,878.61,890.51,873.66,2.17M,0.32%
Aug 12 2013,875.62,888.65,888.65,872.80,2.08M,-1.70%
Aug 08 2013,890.78,871.32,895.97,860.99,2.16M,1.25%
Aug 07 2013,879.82,904.58,912.74,875.35,2.69M,-2.53%
Aug 06 2013,902.70,904.10,908.42,900.07,2.31M,0.16%
Aug 05 2013,901.30,888.17,906.22,888.17,2.36M,1.16%
Aug 02 2013,890.99,878.37,892.95,876.92,1.85M,1.68%
Aug 01 2013,876.30,873.71,885.66,864.03,2.14M,-0.00%
Jul 31 2013,876.34,864.03,884.07,863.77,2.83M,1.29%
Jul 30 2013,865.15,859.21,871.25,857.01,2.62M,0.74%
Jul 29 2013D,858.82,848.59,866.26,848.23,1.77M,0.27%
Jul 26 2013,856.55,866.45,868.36,844.78,2.38M,-1.18%
Jul 25 2013,866.81,859.21,873.69,852.79,4.09M,0.73%
Jul 24 2013,860.56,844.00,865.00,842.31,2.18M,1.89%
Jul 23 2013,844.63,843.76,859.43,841.64,1.65M,0.19%
Jul 22 2013,843.04,840.38,848.97,834.25,2.97M,0.21%
Jul 19 2013,841.25,829.76,849.07,820.59,8.55M,4.96%
Jul 18 2013,801.48,810.94,816.87,793.56,3.45M,-1.08%
Jul 17 2013,810.21,794.07,813.33,794.07,3.00M,1.77%
Jul 16 2013,796.14,784.39,804.35,780.82,2.22M,0.46%
Jul 15 2013,792.47,772.85,795.15,771.98,2.06M,1.98%
Jul 12 2013,777.08,769.91,784.29,762.33,3.25M,2.90%
Jul 11 2013,755.21,733.71,757.84,733.71,2.34M,3.48%
Jul 10 2013,729.82,728.88,736.99,723.09,1.32M,0.47%
Jul 09 2013,726.42,721.78,734.55,721.78,1.10M,-0.12%
Jul 08 2013,727.26,737.57,740.95,724.05,1.66M,-1.54%
Jul 05 2013,738.63,744.32,752.05,734.67,1.29M,-0.53%
Jul 04 2013,742.54,719.63,743.84,719.22,1.92M,3.26%
Jul 03 2013,719.13,722.94,733.22,707.16,1.53M,-0.72%
Jul 02 2013,724.32,720.72,728.15,717.61,1.66M,0.55%
Jul 01 2013,720.36,729.84,732.11,716.04,1.35M,-1.70%
Jun 28 2013,732.81,721.64,735.78,703.87,4.82M,1.76%
Jun 27 2013,720.14,698.85,722.60,696.05,3.82M,3.77%
Jun 26 2013,693.98,674.29,698.83,666.63,2.33M,3.26%
Jun 25 2013,672.06,682.30,688.86,666.47,1.86M,-1.31%
Jun 24 2013,680.95,683.02,692.24,675.83,1.89M,-0.81%
Jun 21 2013,686.52,680.03,691.16,679.64,2.85M,1.26%
Jun 20 2013,677.95,685.92,691.78,675.35,4.17M,-1.63%
Jun 19 2013,689.15,702.28,702.28,687.15,2.14M,-1.11%
Jun 18 2013,696.92,702.33,704.74,695.16,2.29M,-0.60%
Jun 17 2013,701.10,701.36,707.16,689.30,2.58M,0.12%
Jun 14 2013,700.25,698.95,703.42,690.75,3.11M,0.35%
Jun 13 2013,697.82,704.74,706.67,692.72,3.15M,-1.53%
Jun 12 2013,708.65,721.20,721.69,705.73,4.81M,-2.23%
Jun 11 2013,724.80,738.63,744.32,720.19,2.21M,-1.54%
Jun 10 2013,736.14,736.14,745.63,733.27,3.36M,0.40%
Jun 07 2013,733.20,709.62,742.88,708.61,3.55M,3.28%
Jun 06 2013D,709.93,701.70,713.67,700.91,2.54M,0.20%
Jun 05 2013,708.51,705.27,710.85,701.22,1.73M,0.17%
Jun 04 2013,707.33,704.74,711.45,699.99,1.31M,-0.27%
Jun 03 2013,709.28,725.98,727.43,703.34,3.10M,-1.94%
May 31 2013,723.30,719.71,728.52,712.83,1.93M,-0.06%
May 30 2013,723.76,724.05,729.84,717.78,2.41M,0.14%
May 29 2013,722.77,731.77,737.33,716.86,1.45M,-1.11%
May 28 2013,730.86,723.09,732.02,719.37,1.40M,1.07%
May 27 2013,723.09,709.33,724.05,704.74,2.02M,1.94%
May 24 2013,709.35,724.05,725.48,706.48,1.59M,-1.55%
May 23 2013,720.53,721.64,736.96,713.60,3.06M,-0.38%
May 22 2013,723.28,723.09,728.47,720.33,1.85M,0.37%
May 21 2013,720.60,707.16,725.02,707.16,1.90M,1.39%
May 20 2013,710.73,710.17,713.43,705.23,1.39M,-0.09%
May 17 2013,711.40,702.33,713.67,701.90,2.90M,1.36%
May 16 2013,701.87,709.09,709.09,698.69,2.42M,-1.19%
May 15 2013,710.32,703.83,713.05,699.92,3.57M,0.93%
May 14 2013,703.75,702.38,709.84,696.90,2.25M,0.44%
May 13 2013,700.69,714.40,714.88,697.84,1.86M,-2.55%
May 11 2013,719.06,721.64,721.64,717.34,56.03K,-0.42%
May 10 2013,722.07,723.30,729.31,719.76,1.14M,-0.17%
May 09 2013,723.30,715.94,725.72,715.85,1.95M,1.24%
May 08 2013,714.45,710.54,718.16,709.57,1.77M,0.58%
May 07 2013,710.34,708.17,713.84,703.49,2.26M,0.30%
May 06 2013,708.22,685.44,710.73,685.44,3.73M,3.43%
May 03 2013,684.71,688.33,698.59,679.59,3.64M,-1.07%
May 02 2013,692.15,662.99,694.51,662.99,5.63M,4.03%
Apr 30 2013,665.36,660.34,667.09,658.89,4.02M,0.56%
Apr 29 2013,661.66,658.89,668.40,658.89,3.97M,0.10%
Apr 26 2013,660.99,672.40,672.62,658.94,4.75M,-2.35%
Apr 25 2013,676.89,690.53,690.53,675.13,7.93M,-1.98%
Apr 23 2013,690.53,687.58,698.95,687.37,3.38M,0.37%
Apr 22 2013,687.99,697.99,704.65,687.85,2.96M,-1.89%
Apr 18 2013,701.24,718.24,721.59,689.03,8.55M,-0.27%
Apr 17 2013,703.13,721.64,723.57,690.75,5.28M,-1.79%
Apr 16 2013,715.92,709.57,720.89,703.75,3.07M,0.73%
Apr 15 2013,710.75,730.57,730.81,699.12,5.39M,-2.60%
Apr 12 2013,729.72,715.31,735.88,713.60,5.03M,-1.64%
Apr 11 2013,741.86,743.36,748.23,734.04,2.24M,0.42%
Apr 10 2013,738.75,728.83,742.83,724.53,2.05M,2.21%
Apr 09 2013,722.80,714.40,730.33,713.24,1.67M,1.12%
Apr 08 2013,714.76,723.52,723.52,711.98,896.42K,-1.18%
Apr 05 2013,723.26,726.47,728.56,716.38,1.87M,-0.63%
Apr 04 2013,727.82,743.41,743.41,724.53,1.13M,-2.31%
Apr 03 2013,745.00,757.84,760.25,739.02,959.93K,-1.53%
Apr 02 2013,756.56,751.08,758.42,743.96,1.13M,0.67%
Apr 01 2013,751.49,755.43,759.63,748.79,968.81K,-1.20%
Mar 28 2013,760.62,751.08,764.31,744.16,3.07M,1.25%
Mar 26 2013,751.25,743.41,757.84,741.50,1.78M,0.84%
Mar 25 2013,744.98,747.46,749.15,737.76,1.86M,0.08%
Mar 22 2013,744.40,753.69,754.03,739.50,2.71M,-1.14%
Mar 21 2013,752.99,754.46,759.96,749.97,1.66M,0.15%
Mar 20 2013,751.88,743.36,759.12,743.34,4.17M,0.70%
Mar 19 2013,746.62,755.19,755.19,743.58,3.74M,-1.29%
Mar 18 2013,756.37,752.94,759.60,750.31,1.69M,-0.21%
Mar 15 2013,757.96,758.81,762.86,753.30,4.21M,0.16%
Mar 14 2013,756.73,751.57,761.22,745.19,3.05M,1.03%
Mar 13 2013,749.01,751.11,752.39,747.22,1.79M,-0.56%
Mar 12 2013,753.25,752.05,756.85,747.22,1.81M,-0.37%
Mar 11 2013,756.01,760.25,767.28,751.40,2.22M,-1.07%
Mar 08 2013,764.19,767.49,770.22,760.21,4.34M,-0.42%
Mar 07 2013,767.45,753.50,771.16,752.70,3.91M,1.84%
Mar 06 2013,753.59,741.50,755.67,741.50,2.30M,1.37%
Mar 05 2013,743.43,732.26,744.81,728.20,3.44M,1.78%
Mar 04 2013,730.42,719.71,733.66,719.71,3.14M,0.76%
Mar 01 2013,724.94,731.34,731.77,723.09,2.54M,-1.00%
Feb 28 2013,732.26,717.41,736.12,716.93,4.60M,2.28%
Feb 27 2013,715.94,721.76,725.52,713.09,2.56M,-0.88%
Feb 26 2013,722.31,708.12,724.03,707.64,2.85M,1.54%
Feb 25 2013,711.36,701.36,711.98,700.64,1.73M,1.28%
Feb 22 2013,702.38,699.92,706.70,696.20,1.31M,0.28%
Feb 21 2013,700.42,695.43,703.22,695.43,3.85M,-0.12%
Feb 20 2013,701.27,695.81,703.30,695.81,2.26M,0.64%
Feb 19 2013,696.80,686.21,699.39,681.91,744.29K,1.28%
Feb 18 2013,688.02,695.14,696.01,685.44,952.09K,-1.17%
Feb 15 2013,696.13,697.02,700.79,690.58,1.82M,-0.38%
Feb 14 2013,698.81,690.31,702.72,689.78,2.95M,0.86%
Feb 13 2013,692.87,680.51,695.89,678.24,3.82M,1.80%
Feb 12 2013,680.63,680.15,683.02,676.67,2.23M,-0.33%
Feb 11 2013,682.88,687.37,689.73,681.69,2.31M,-0.55%
Feb 08 2013,686.69,669.02,693.64,668.59,6.97M,2.56%
Feb 07 2013,669.58,656.96,670.95,656.96,2.61M,1.21%
Feb 06 2013,661.57,657.68,664.15,657.44,3.57M,0.77%
Feb 05 2013,656.50,649.28,658.89,649.28,2.16M,0.27%
Feb 04 2013,654.71,651.16,660.24,649.31,2.49M,0.61%
Feb 01 2013,650.73,648.75,652.61,647.86,1.48M,0.29%
Jan 31 2013,648.82,651.09,652.83,640.25,4.31M,-0.15%
Jan 30 2013,649.79,647.30,651.57,644.79,2.28M,0.09%
Jan 29 2013,649.21,647.40,654.81,646.96,1.73M,-0.01%
Jan 28 2013,649.26,646.96,651.62,645.83,2.43M,0.34%
Jan 25 2013,647.06,638.98,649.23,638.98,1.52M,0.90%
Jan 24 2013,641.29,629.92,645.32,629.92,3.50M,1.26%
Jan 23 2013D,633.28,635.11,638.98,626.74,1.88M,-0.42%
Jan 22 2013,635.96,640.06,642.81,631.42,1.39M,-0.94%
Jan 21 2013,641.99,652.85,654.01,640.59,1.26M,-1.55%
Jan 18 2013,652.13,657.68,659.39,645.88,1.44M,-0.81%
Jan 17 2013,657.44,651.50,662.17,648.27,3.03M,1.06%
Jan 16 2013,650.56,645.32,654.06,631.86,4.11M,0.77%
Jan 15 2013,645.59,670.95,675.78,640.54,8.26M,0.22%
Jan 14 2013,644.16,636.68,650.90,631.06,5.79M,2.15%
Jan 11 2013,630.58,622.68,638.37,622.68,7.81M,3.81%
Jan 10 2013,607.43,617.81,618.87,605.93,4.52M,-1.43%
Jan 09 2013,616.22,627.99,631.08,614.55,3.14M,-1.82%
Jan 08 2013,627.63,625.10,629.59,624.76,2.34M,0.42%
Jan 07 2013,625.03,627.51,629.44,622.81,1.82M,-0.33%
Jan 04 2013,627.13,620.27,627.99,618.29,5.23M,1.45%
Jan 03 2013,618.15,610.62,619.79,608.18,2.64M,1.37%
Jan 02 2013,609.80,611.58,614.19,606.06,1.88M,-0.07%
Jan 01 2013,610.21,611.56,612.02,608.20,509.58K,0.66%
Dec 31 2012,606.20,608.69,610.91,604.34,704.17K,-0.92%
Dec 28 2012,611.82,605.31,614.00,603.74,1.50M,1.32%
Dec 27 2012,603.83,610.57,610.57,602.24,1.99M,-0.89%
Dec 26 2012,609.27,611.58,612.62,605.93,1.44M,-0.32%
Dec 24 2012,611.20,609.17,613.56,608.25,1.25M,0.60%
Dec 21 2012,607.58,603.38,610.33,597.44,2.46M,0.53%
Dec 20 2012,604.37,592.35,605.79,592.35,2.31M,1.57%
Dec 19 2012,595.00,587.01,596.88,587.01,6.64M,1.82%
Dec 18 2012,584.38,586.34,591.31,577.79,4.69M,0.43%
Dec 17 2012,581.90,598.14,602.85,580.25,4.48M,-3.01%
Dec 14 2012,599.95,587.45,600.96,587.04,2.20M,1.66%
Dec 13 2012,590.13,593.77,595.94,587.50,2.30M,-0.26%
Dec 12 2012,591.69,591.26,599.03,589.43,2.49M,0.50%
Dec 11 2012,588.75,596.14,600.00,584.24,4.93M,-1.41%
Dec 10 2012,597.20,609.22,611.49,594.30,3.03M,-2.13%
Dec 07 2012,610.21,616.24,618.20,606.78,1.96M,-1.29%
Dec 06 2012,618.20,625.10,625.10,612.55,2.37M,-1.32%
Dec 05 2012,626.50,627.51,631.16,622.01,1.79M,-0.12%
Dec 04 2012,627.25,634.80,638.03,624.08,1.60M,-1.32%
Dec 03 2012,635.62,634.75,638.13,630.02,1.32M,0.21%
Nov 30 2012,634.27,625.10,639.58,623.22,3.58M,1.23%
Nov 29 2012,626.59,632.34,633.30,623.82,3.47M,0.22%
Nov 27 2012,625.19,627.46,627.46,621.86,1.34M,0.12%
Nov 26 2012,624.47,621.72,625.44,620.27,456.33K,0.40%
Nov 23 2012,622.01,618.82,623.36,613.63,749.68K,0.95%
Nov 22 2012,616.14,618.87,619.84,613.51,611.62K,-0.45%
Nov 21 2012,618.92,616.05,624.95,616.05,941.74K,0.74%
Nov 20 2012,614.38,615.44,619.26,606.30,1.26M,0.83%
Nov 19 2012,609.34,622.73,625.10,607.48,1.68M,-1.90%
Nov 16 2012,621.14,627.41,630.79,617.91,1.60M,-0.57%
Nov 15 2012,624.69,637.21,638.13,623.17,1.74M,-2.35%
Nov 13 2012,639.72,644.48,645.47,638.15,143.01K,-0.69%
Nov 12 2012,644.16,637.17,650.68,637.17,1.47M,0.72%
Nov 09 2012,639.55,641.99,643.56,637.60,711.38K,-0.47%
Nov 08 2012,642.57,639.10,644.26,635.52,1.24M,-0.02%
Nov 07 2012,642.72,639.58,643.61,637.89,1.06M,0.83%
Nov 06 2012,637.43,639.58,645.56,636.90,1.30M,-0.68%
Nov 05 2012,641.80,644.84,648.44,639.72,1.22M,-0.12%
Nov 02 2012,642.57,639.53,645.85,636.39,1.67M,1.21%
Nov 01 2012,634.87,634.70,637.33,632.43,1.58M,-0.02%
Oct 31 2012D,634.99,631.90,635.62,629.44,999.54K,0.30%
Oct 30 2012,633.06,629.64,638.13,629.64,805.27K,0.24%
Oct 29 2012,631.57,632.82,637.07,627.90,815.63K,-0.52%
Oct 26 2012,634.90,630.50,638.13,630.50,1.05M,-0.00%
Oct 25 2012,634.92,634.75,639.05,629.56,2.25M,0.06%
Oct 23 2012,634.56,639.10,639.10,633.26,1.14M,-0.33%
Oct 22 2012,636.63,639.63,644.36,628.96,5.40M,2.26%
Oct 19 2012,622.54,631.86,633.01,618.82,2.83M,-1.35%
Oct 18 2012,631.06,620.87,632.82,617.95,1.45M,1.89%
Oct 17 2012,619.38,628.14,629.88,614.00,1.60M,-0.98%
Oct 16 2012,625.53,626.06,632.43,621.62,1.28M,0.10%
Oct 15 2012,624.93,624.62,628.67,621.48,814.53K,-0.29%
Oct 12 2012,626.76,617.28,634.10,614.57,2.47M,0.70%
Oct 11 2012,622.42,622.81,628.26,620.78,1.64M,0.01%
Oct 10 2012,622.37,620.75,628.36,620.27,1.16M,-0.43%
Oct 09 2012,625.03,626.50,626.93,620.27,1.29M,0.17%
Oct 08 2012,623.99,632.34,634.87,620.49,1.69M,-0.87%
Oct 05 2012,629.44,632.46,636.85,509.25,3.84M,-1.00%
Oct 04 2012,635.79,637.17,637.96,631.69,1.32M,-0.42%
Oct 03 2012,638.44,627.99,639.58,627.99,2.32M,1.51%
Oct 01 2012,628.94,625.10,632.24,624.16,1.80M,0.55%
Sep 28 2012,625.53,617.28,629.92,616.17,2.91M,1.91%
Sep 27 2012,613.78,617.91,627.27,608.73,5.61M,-1.09%
Sep 26 2012,620.56,625.19,629.92,618.82,3.29M,-0.59%
Sep 25 2012,624.23,622.73,632.22,618.97,3.82M,0.29%
Sep 24 2012,622.42,632.34,633.79,616.41,4.94M,-1.12%
Sep 21 2012,629.47,639.53,643.10,626.69,4.25M,-1.36%
Sep 20 2012,638.13,625.10,645.32,623.46,4.04M,1.71%
Sep 18 2012,627.41,649.23,649.23,623.92,7.22M,-3.15%
Sep 17 2012,647.83,684.59,686.18,644.65,5.09M,-5.02%
Sep 14 2012,682.10,689.30,694.99,676.82,2.81M,-0.33%
Sep 13 2012,684.33,682.06,687.34,680.39,1.88M,0.20%
Sep 12 2012,682.97,674.31,685.92,670.91,2.11M,1.60%
Sep 11 2012,672.23,660.82,673.66,658.43,1.27M,1.55%
Sep 10 2012,662.00,667.67,668.01,659.35,1.48M,-1.08%
Sep 08 2012,669.26,666.34,670.66,666.34,85.24K,-0.01%
Sep 07 2012,669.36,670.95,674.24,665.60,2.64M,0.81%
Sep 06 2012,664.00,658.45,666.08,653.41,2.29M,0.81%
Sep 05 2012,658.65,646.58,661.78,642.96,2.03M,1.76%
Sep 04 2012,647.23,643.39,650.20,638.15,1.51M,0.22%
Sep 03 2012,645.78,651.65,654.01,643.44,1.22M,-0.44%
Aug 31 2012,648.63,655.03,655.99,644.24,1.77M,-1.71%
Aug 30 2012,659.92,646.77,670.38,638.81,3.33M,1.78%
Aug 29 2012,648.41,651.65,655.51,644.41,2.14M,-0.56%
Aug 28 2012,652.08,640.52,653.89,634.75,2.27M,2.31%
Aug 27 2012,637.38,635.33,642.43,634.75,967.20K,-0.18%
Aug 24 2012,638.54,637.17,641.22,633.79,1.58M,-0.05%
Aug 23 2012,638.83,623.53,640.06,623.53,2.34M,2.46%
Aug 22 2012,623.48,625.53,631.86,621.77,1.13M,-0.54%
Aug 21 2012,626.86,617.81,629.92,616.46,2.05M,1.57%
Aug 17 2012,617.18,610.64,620.03,610.13,1.29M,1.19%
Aug 16 2012,609.92,613.10,613.78,604.39,1.79M,-0.38%
Aug 14 2012,612.26,608.20,614.60,607.84,1.14M,0.17%
Aug 13 2012,611.24,617.42,617.42,606.88,1.43M,-1.07%
Aug 10 2012,617.88,606.27,620.27,606.15,3.08M,1.74%
Aug 09 2012,607.31,603.50,611.99,603.50,1.13M,0.72%
Aug 08 2012,602.99,610.62,611.41,601.64,1.64M,-1.18%
Aug 07 2012,610.16,598.07,611.20,595.97,2.10M,2.86%
Aug 06 2012,593.19,600.96,602.41,591.41,1.02M,-0.65%
Aug 03 2012,597.05,592.76,598.67,587.98,977.74K,0.33%
