Date, Open, High, Low, Close, Adj, Volume
Jun 03 2019,2198.47,2157.98,2203.72,2142.93,3.68M,2.08%
May 31 2019,2153.61,2117.78,2161.85,2110.18,4.27M,2.34%
May 30 2019,2104.35,2081.50,2114.40,2073.07,4.97M,1.84%
May 29 2019,2066.35,2039.34,2082.19,2036.50,3.28M,1.63%
May 28 2019,2033.21,2019.73,2056.50,2005.03,5.87M,0.90%
May 27 2019,2014.98,2014.63,2028.51,2000.22,2.33M,0.35%
May 24 2019,2007.97,2029.54,2029.54,1992.53,2.27M,-0.29%
May 23 2019,2013.90,2056.99,2074.00,2009.93,2.54M,-1.33%
May 22 2019,2041.06,2068.76,2080.47,2034.44,2.60M,-1.33%
May 21 2019,2068.51,2106.06,2106.70,2061.45,1.86M,-1.60%
May 20 2019,2102.04,2083.46,2109.35,2009.93,2.63M,2.31%
May 17 2019,2054.49,2071.31,2093.27,2049.15,1.95M,-0.63%
May 16 2019,2067.53,2055.03,2082.48,2036.45,1.95M,0.64%
May 15 2019,2054.44,2056.01,2082.48,2043.75,2.35M,0.15%
May 14 2019,2051.45,2093.27,2117.58,2031.84,2.46M,-1.71%
May 13 2019,2087.14,2091.31,2124.64,2080.18,1.70M,-0.33%
May 10 2019,2094.05,2132.49,2149.15,2084.30,2.04M,-1.69%
May 09 2019,2130.08,2103.07,2141.41,2094.35,2.26M,0.91%
May 08 2019,2110.77,2108.95,2125.62,2088.76,1.82M,0.04%
May 07 2019,2109.89,2117.83,2141.65,2096.99,2.20M,-0.27%
May 06 2019,2115.67,2068.76,2122.68,2067.29,2.89M,1.21%
May 03 2019,2090.33,2142.29,2143.32,2083.46,3.78M,-3.76%
May 02 2019,2172.10,2210.92,2215.24,2167.88,2.46M,-1.99%
Apr 30 2019,2216.17,2194.79,2222.64,2186.51,3.49M,0.97%
Apr 26 2019,2194.79,2159.94,2200.09,2150.28,2.72M,1.98%
Apr 25 2019,2152.09,2132.49,2161.90,2125.67,4.21M,0.53%
Apr 24 2019,2140.77,2115.82,2152.09,2113.95,3.00M,1.32%
Apr 23 2019,2112.93,2120.72,2123.17,2092.34,2.16M,-0.30%
Apr 22 2019,2119.20,2106.01,2133.47,2103.66,2.01M,0.53%
Apr 18 2019,2108.02,2107.88,2112.88,2072.87,3.41M,0.86%
Apr 16 2019,2090.13,2078.56,2113.81,2074.20,5.77M,0.88%
Apr 15 2019,2071.99,2029.54,2078.36,2001.10,9.19M,4.90%
Apr 12 2019E,1975.12,1998.16,1999.14,1967.77,3.20M,-0.25%
Apr 11 2019,1980.02,2005.03,2014.83,1974.29,3.42M,-1.02%
Apr 10 2019,2000.37,2042.28,2044.73,1996.20,3.31M,-2.45%
Apr 09 2019,2050.62,2029.54,2056.99,2017.43,2.69M,1.00%
Apr 08 2019,2030.27,2018.75,2034.44,1992.97,2.19M,1.10%
Apr 05 2019,2008.26,1989.00,2014.24,1979.34,3.15M,1.68%
Apr 04 2019,1975.12,2037.53,2039.05,1968.16,4.40M,-3.12%
Apr 03 2019,2038.66,2044.24,2048.75,2017.87,2.94M,0.00%
Apr 02 2019,2038.66,1997.28,2045.22,1997.18,3.72M,2.35%
Apr 01 2019,1991.94,1970.71,2000.08,1968.99,2.10M,1.50%
Mar 29 2019,1962.52,1979.53,1985.32,1944.78,2.95M,0.07%
Mar 28 2019,1961.20,1941.30,1975.22,1934.24,4.05M,1.65%
Mar 27 2019,1929.43,1955.02,1958.95,1922.67,2.27M,-0.74%
Mar 26 2019,1943.90,1945.22,1955.95,1919.78,2.32M,-0.08%
Mar 25 2019,1945.46,1968.55,1968.55,1938.55,2.43M,-1.07%
Mar 22 2019,1966.45,1975.61,1976.59,1944.53,3.15M,-0.47%
Mar 20 2019,1975.66,1988.36,2004.83,1960.91,3.09M,-0.38%
Mar 19 2019,1983.26,1990.32,1990.32,1956.10,2.37M,0.00%
Mar 18 2019,1983.26,2003.07,2024.24,1971.69,2.35M,-0.84%
Mar 15 2019,2000.08,1959.83,2028.51,1952.08,5.18M,2.64%
Mar 14 2019,1948.55,1965.76,1968.55,1942.28,1.91M,-0.66%
Mar 13 2019,1961.40,1973.65,1976.50,1939.92,1.83M,-0.59%
Mar 12 2019,1973.11,1974.68,1985.22,1963.85,2.66M,-0.12%
Mar 11 2019,1975.42,1989.24,1993.26,1964.48,3.11M,-0.39%
Mar 08 2019,1983.16,1985.42,1993.26,1970.76,2.03M,0.47%
Mar 07 2019,1973.95,1965.81,1984.49,1961.10,2.54M,0.69%
Mar 06 2019,1960.51,1950.42,1975.61,1946.25,2.64M,0.58%
Mar 05 2019,1949.24,1965.81,1967.77,1937.96,2.45M,-0.37%
Mar 01 2019,1956.40,1956.05,1965.81,1941.64,4.15M,0.60%
Feb 28 2019,1944.68,2019.73,2030.86,1938.94,8.45M,-3.63%
Feb 27 2019,2017.87,2000.12,2034.39,1982.48,4.73M,0.95%
Feb 26 2019,1998.85,1945.22,2005.17,1933.70,6.45M,2.70%
Feb 25 2019,1946.35,1894.73,1951.10,1892.76,2.93M,3.09%
Feb 22 2019,1888.01,1879.72,1892.27,1867.86,2.27M,0.60%
Feb 21 2019,1876.78,1877.32,1902.08,1859.97,4.68M,-0.03%
Feb 20 2019,1877.32,1877.57,1896.00,1844.53,4.65M,0.52%
Feb 19 2019,1867.57,1931.49,1932.47,1855.02,4.41M,-3.32%
Feb 18 2019,1931.79,1997.77,2002.04,1924.29,2.94M,-2.93%
Feb 15 2019,1990.03,2008.95,2011.89,1971.64,1.93M,-0.73%
Feb 14 2019,2004.63,2019.78,2034.44,1993.31,1.72M,-1.01%
Feb 13 2019,2025.03,2021.69,2042.28,2010.42,2.81M,0.67%
Feb 12 2019,2011.50,2029.54,2029.54,1978.55,2.42M,-0.69%
Feb 11 2019,2025.52,2019.73,2055.03,2008.85,1.78M,0.22%
Feb 08 2019,2021.11,2034.44,2048.66,2010.91,1.68M,-1.03%
Feb 07 2019,2042.19,2034.19,2056.94,2026.60,1.34M,0.39%
Feb 06 2019,2034.24,2009.83,2046.06,2001.15,1.79M,1.48%
Feb 05 2019,2004.59,2009.93,2014.83,1988.36,1.11M,-0.28%
Feb 04 2019,2010.17,1990.27,2015.27,1983.46,1.59M,1.00%
Feb 01 2019,1990.27,1970.22,1994.98,1959.04,3.06M,0.79%
Jan 31 2019,1974.73,1948.16,1980.27,1946.20,4.09M,1.65%
Jan 30 2019,1942.67,1940.90,1950.61,1916.44,2.43M,-0.07%
Jan 29 2019,1943.99,1923.65,1950.17,1898.79,2.56M,1.42%
Jan 28 2019,1916.79,1895.22,1923.65,1887.86,2.77M,1.78%
Jan 25 2019,1883.25,1864.82,1897.18,1863.84,2.33M,1.01%
Jan 24 2019,1864.38,1847.96,1868.01,1838.35,1.96M,1.38%
Jan 23 2019,1838.94,1863.84,1868.84,1833.45,2.58M,-1.38%
Jan 22 2019,1864.72,1869.82,1880.75,1853.06,2.46M,-0.36%
Jan 21 2019,1871.39,1864.82,1894.24,1858.40,2.41M,0.42%
Jan 18 2019,1863.50,1844.23,1866.98,1839.33,1.68M,0.34%
Jan 17 2019D,1857.27,1841.29,1860.90,1834.72,2.63M,1.29%
Jan 16 2019,1833.59,1833.45,1838.35,1810.90,2.36M,0.13%
Jan 15 2019,1831.29,1774.62,1832.81,1772.66,7.71M,3.01%
Jan 14 2019,1777.81,1813.84,1814.82,1774.62,3.62M,-1.59%
Jan 11 2019,1806.53,1833.45,1838.35,1799.13,9.21M,-2.44%
Jan 10 2019E,1851.63,1853.06,1867.76,1835.51,3.05M,0.08%
Jan 09 2019,1850.07,1870.12,1881.49,1830.21,2.41M,-0.35%
Jan 08 2019,1856.54,1868.16,1869.14,1846.49,1.69M,-0.23%
Jan 07 2019,1860.80,1854.82,1871.49,1844.23,1.86M,1.12%
Jan 04 2019,1840.16,1862.86,1864.04,1805.01,4.28M,-1.22%
Jan 03 2019,1862.81,1881.49,1906.93,1856.10,2.61M,-1.21%
Jan 02 2019,1885.71,1867.76,1896.64,1862.86,2.10M,1.08%
Jan 01 2019,1865.61,1858.94,1872.67,1848.15,1.09M,0.52%
Dec 31 2018,1856.05,1870.70,1871.68,1849.28,1.88M,-0.16%
Dec 28 2018,1858.99,1877.57,1882.47,1856.00,2.24M,-0.68%
Dec 27 2018,1871.64,1871.68,1903.75,1835.51,4.97M,1.05%
Dec 26 2018,1852.27,1884.23,1884.23,1833.69,2.45M,-1.53%
Dec 24 2018,1881.00,1868.55,1901.00,1867.76,1.86M,1.20%
Dec 21 2018,1858.74,1909.92,1911.88,1849.67,3.73M,-2.98%
Dec 20 2018,1915.85,1915.61,1936.30,1907.96,1.94M,-0.73%
Dec 19 2018,1929.97,1946.00,1946.00,1921.74,2.50M,-0.98%
Dec 18 2018,1948.99,1952.96,1962.87,1937.77,1.77M,-0.32%
Dec 17 2018,1955.32,1959.93,1965.71,1946.20,1.23M,0.23%
Dec 14 2018,1950.86,1944.24,1959.88,1936.64,2.47M,0.36%
Dec 13 2018,1943.85,1984.44,1990.03,1935.90,3.75M,-1.70%
Dec 12 2018,1977.38,1961.98,1982.48,1946.15,2.22M,0.84%
Dec 11 2018,1960.91,1931.49,1970.71,1922.67,2.94M,1.22%
Dec 10 2018,1937.18,1936.39,1971.69,1921.69,2.01M,-0.97%
Dec 07 2018,1956.20,1946.25,1964.73,1934.43,1.68M,0.13%
Dec 06 2018,1953.75,1958.95,1977.57,1940.90,2.32M,-0.70%
Dec 05 2018,1967.52,1966.79,1978.55,1946.20,2.50M,-0.20%
Dec 04 2018,1971.54,1944.24,1979.93,1932.47,3.27M,1.43%
Dec 03 2018,1943.65,1945.22,1951.10,1929.83,1.61M,0.72%
Nov 30 2018,1929.78,1927.57,1952.08,1921.54,5.27M,0.39%
Nov 29 2018,1922.23,1957.96,1957.96,1904.58,4.04M,-1.18%
Nov 28 2018,1945.12,1852.08,1950.12,1845.70,5.31M,4.95%
Nov 27 2018,1853.30,1817.76,1860.80,1799.47,3.34M,2.39%
Nov 26 2018,1810.01,1783.44,1823.64,1749.62,4.33M,1.85%
Nov 22 2018,1777.12,1784.42,1811.48,1774.57,3.19M,0.03%
Nov 21 2018,1776.58,1834.43,1834.48,1763.39,3.84M,-3.53%
Nov 20 2018,1841.54,1864.82,1864.82,1837.57,1.19M,-1.27%
Nov 19 2018,1865.26,1861.88,1870.07,1827.86,1.74M,0.84%
Nov 16 2018,1849.72,1852.08,1862.66,1833.69,1.83M,0.73%
Nov 15 2018,1836.24,1827.56,1861.88,1821.29,1.83M,-0.41%
Nov 14 2018,1843.89,1887.37,1892.18,1833.45,2.42M,-2.81%
Nov 13 2018,1897.13,1877.57,1901.10,1865.80,1.42M,1.05%
Nov 12 2018,1877.42,1871.19,1908.06,1871.19,2.55M,0.30%
Nov 09 2018,1871.88,1922.67,1923.60,1867.76,2.57M,-1.70%
Nov 07 2018,1904.19,1902.08,1910.90,1899.14,144.53K,0.49%
Nov 06 2018,1894.92,1856.98,1899.63,1854.04,1.40M,2.21%
Nov 05 2018,1853.89,1872.67,1889.68,1847.91,1.71M,-1.18%
Nov 02 2018,1876.05,1896.39,1916.39,1867.76,1.82M,-1.15%
Nov 01 2018,1897.91,1905.66,1906.34,1864.14,2.77M,-0.12%
Oct 31 2018,1900.26,1862.86,1905.90,1838.79,2.77M,2.29%
Oct 30 2018,1857.76,1830.51,1872.08,1808.94,2.40M,1.27%
Oct 29 2018,1834.43,1773.35,1841.24,1749.47,2.61M,4.00%
Oct 26 2018,1763.93,1817.66,1817.66,1756.09,2.29M,-2.91%
Oct 25 2018,1816.78,1807.96,1840.21,1789.38,2.51M,0.24%
Oct 24 2018,1812.37,1815.85,1837.37,1775.70,2.74M,0.26%
Oct 23 2018D,1807.61,1851.10,1860.90,1801.09,2.75M,-3.12%
Oct 22 2018,1865.80,1876.59,1878.55,1850.07,1.78M,-0.53%
Oct 19 2018,1875.80,1891.29,1891.29,1833.50,3.43M,-0.84%
Oct 17 2018,1891.69,1931.49,1950.12,1882.47,2.78M,-1.68%
Oct 16 2018,1923.94,1919.73,1933.36,1897.18,2.82M,0.66%
Oct 15 2018,1911.39,1902.08,1917.32,1882.47,2.64M,1.63%
Oct 12 2018,1880.80,1939.34,1939.34,1865.80,9.37M,-3.11%
Oct 11 2018E,1941.25,1946.20,1973.65,1903.06,4.70M,-3.11%
Oct 10 2018,2003.65,2058.95,2064.78,1989.34,2.75M,-2.30%
Oct 09 2018,2050.91,2039.69,2066.45,2013.07,1.87M,0.69%
Oct 08 2018,2036.94,2061.55,2080.72,2008.11,2.01M,-1.19%
Oct 05 2018,2061.55,2009.93,2078.56,1981.40,3.42M,1.83%
Oct 04 2018,2024.44,2114.44,2114.49,2016.15,4.76M,-4.53%
Oct 03 2018,2120.57,2206.31,2210.92,2113.46,3.90M,-4.11%
Oct 01 2018,2211.46,2148.07,2231.46,2147.54,3.77M,3.29%
Sep 28 2018,2141.02,2135.43,2147.19,2116.65,2.90M,-0.23%
Sep 27 2018,2146.06,2100.03,2166.51,2094.05,3.31M,2.18%
Sep 26 2018,2100.28,2144.25,2156.02,2093.37,1.97M,-1.88%
Sep 25 2018,2140.52,2161.80,2168.66,2111.70,2.87M,-0.69%
Sep 24 2018,2155.48,2073.66,2167.29,2057.14,3.03M,4.53%
Sep 21 2018,2062.04,2036.40,2079.54,2010.08,4.51M,1.22%
Sep 19 2018,2037.28,2031.40,2048.17,2026.45,1.30M,0.35%
Sep 18 2018,2030.27,2032.48,2038.17,2017.38,1.46M,-0.16%
Sep 17 2018,2033.61,2029.54,2037.19,2014.39,1.03M,0.42%
Sep 14 2018,2025.03,2004.05,2031.06,1978.70,3.64M,1.05%
Sep 12 2018,2004.00,2012.23,2028.46,2000.12,2.31M,-0.11%
Sep 11 2018,2006.25,2048.17,2048.17,2002.28,3.68M,-1.66%
Sep 10 2018,2040.08,2043.66,2052.48,2033.70,1.53M,0.04%
Sep 07 2018,2039.20,2038.66,2043.26,2025.03,1.31M,0.22%
Sep 06 2018,2034.73,2034.44,2040.81,2020.03,2.24M,-0.19%
Sep 05 2018,2038.61,2058.95,2066.06,2034.49,1.68M,-0.94%
Sep 04 2018,2057.87,2019.54,2063.61,2016.74,4.42M,2.24%
Sep 03 2018,2012.77,2044.05,2049.15,2008.36,1.44M,-1.23%
Aug 31 2018,2037.77,2041.60,2051.11,2033.46,2.50M,-0.19%
Aug 30 2018,2041.70,2027.58,2044.24,2025.13,2.41M,0.50%
Aug 29 2018,2031.50,2031.99,2036.01,2005.61,1.53M,0.14%
Aug 28 2018,2028.75,2014.83,2031.50,2011.89,1.99M,0.89%
Aug 27 2018,2010.81,2003.07,2018.75,1995.22,1.53M,0.39%
Aug 24 2018,2003.07,1995.32,2006.01,1991.30,1.57M,0.39%
Aug 23 2018,1995.32,1983.26,1998.16,1980.81,3.05M,0.86%
Aug 21 2018,1978.21,1970.86,1984.44,1964.83,1.38M,0.38%
Aug 20 2018,1970.66,1984.44,1984.44,1964.53,1.59M,-0.14%
Aug 17 2018,1973.41,1974.49,1982.38,1964.83,1.21M,0.21%
Aug 16 2018,1969.24,1961.20,1980.56,1956.00,2.15M,0.25%
Aug 14 2018,1964.39,1953.06,1985.03,1943.65,3.31M,0.17%
Aug 13 2018,1961.05,1958.75,1965.07,1951.10,3.56M,0.35%
Aug 10 2018,1954.14,1942.23,1957.47,1933.50,2.78M,0.95%
Aug 09 2018,1935.76,1941.30,1942.08,1927.57,2.06M,0.02%
Aug 08 2018,1935.41,1933.45,1939.63,1923.65,1.32M,0.34%
Aug 07 2018,1928.89,1939.53,1940.46,1922.18,1.35M,-0.42%
Aug 06 2018,1936.93,1957.96,1959.88,1933.70,1.53M,-0.20%
Aug 03 2018,1940.76,1918.26,1943.31,1918.26,1.51M,1.59%
Aug 02 2018,1910.31,1941.30,1946.20,1906.98,1.51M,-1.42%
Aug 01 2018,1937.87,1911.83,1942.82,1911.69,2.43M,1.87%
Jul 31 2018,1902.27,1904.04,1908.94,1890.31,2.20M,-0.23%
Jul 30 2018,1906.59,1905.02,1916.49,1893.79,1.58M,0.04%
Jul 27 2018,1905.76,1922.52,1926.25,1902.37,2.03M,-1.07%
Jul 26 2018,1926.30,1936.35,1946.20,1916.88,3.50M,-0.85%
Jul 25 2018,1942.77,1962.77,1962.87,1929.92,1.54M,-0.88%
Jul 24 2018,1959.93,1975.61,1975.61,1945.37,2.04M,-0.33%
Jul 23 2018,1966.45,1961.89,1970.66,1947.18,2.09M,0.45%
